channel_name,category,Sub-category,Agent Shift,Tenure Bucket
Inbound,Payments related,Payment related Queries,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Return request,Evening,0-30
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Evening,On Job Training
Inbound,Returns,Fraudulent User,Evening,>90
Inbound,Returns,Missing,Split,>90
Inbound,Shopzilla Related,Shopzilla Rewards,Morning,>90
Outcall,Returns,Return request,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Service Centres Related,Morning,0-30
Outcall,Order Related,Unable to track,Morning,>90
Email,Refund Related,Refund Enquiry,Morning,>90
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Morning,On Job Training
Inbound,Refund Related,Refund Enquiry,Morning,>90
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Return request,Evening,31-60
Inbound,Order Related,Delayed,Morning,>90
Outcall,Returns,Missing,Evening,61-90
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Return request,Evening,61-90
Outcall,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Feedback,UnProfessional Behaviour,Evening,On Job Training
Inbound,Returns,Return request,Morning,31-60
Inbound,Payments related,Payment related Queries,Split,>90
Inbound,Returns,Fraudulent User,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Evening,61-90
Inbound,Returns,Fraudulent User,Afternoon,0-30
Inbound,Order Related,Order status enquiry,Morning,>90
Inbound,Order Related,General Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Product Queries,Product Specific Information,Afternoon,31-60
Inbound,Returns,Fraudulent User,Evening,On Job Training
Inbound,Feedback,UnProfessional Behaviour,Morning,>90
Outcall,Feedback,UnProfessional Behaviour,Morning,>90
Inbound,Order Related,Order status enquiry,Evening,>90
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Night,>90
Inbound,Returns,Missing,Morning,On Job Training
Inbound,Order Related,Delayed,Evening,61-90
Outcall,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Fraudulent User,Morning,>90
Outcall,Order Related,Installation/demo,Evening,On Job Training
Outcall,Order Related,Customer Requested Modifications,Morning,On Job Training
Inbound,Returns,Fraudulent User,Evening,On Job Training
Outcall,Order Related,Delayed,Morning,On Job Training
Inbound,Refund Related,Refund Related Issues,Split,>90
Inbound,Order Related,Seller Cancelled Order,Morning,On Job Training
Outcall,Feedback,UnProfessional Behaviour,Morning,0-30
Inbound,Order Related,Customer Requested Modifications,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Outcall,Returns,Reverse Pickup Enquiry,Night,31-60
Inbound,Returns,Fraudulent User,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Refund Related,Refund Enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,On Job Training
Outcall,Refund Related,Refund Related Issues,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Evening,On Job Training
Inbound,Product Queries,Product Specific Information,Evening,0-30
Outcall,Shopzilla Related,General Enquiry,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Shopzilla Related,Signup Issues,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Email,Order Related,Installation/demo,Morning,0-30
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,>90
Inbound,Returns,Fraudulent User,Split,>90
Inbound,Refund Related,Refund Enquiry,Evening,>90
Outcall,Product Queries,Product Specific Information,Morning,>90
Inbound,Refund Related,Refund Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Email,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Refund Related,Refund Related Issues,Morning,>90
Outcall,Order Related,Customer Requested Modifications,Evening,0-30
Inbound,Returns,Technician Visit,Morning,>90
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Wrong,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Feedback,UnProfessional Behaviour,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Refund Related,Refund Related Issues,Evening,31-60
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Return request,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Missing,Morning,>90
Inbound,Order Related,Delayed,Morning,>90
Inbound,Returns,Service Centres Related,Evening,31-60
Inbound,Feedback,UnProfessional Behaviour,Evening,0-30
Outcall,Product Queries,Product Specific Information,Afternoon,>90
Inbound,Order Related,Seller Cancelled Order,Morning,>90
Inbound,Refund Related,Refund Related Issues,Afternoon,>90
Inbound,Order Related,Order status enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Outcall,Product Queries,Product Specific Information,Evening,On Job Training
Outcall,Cancellation,Not Needed,Evening,On Job Training
Inbound,Feedback,UnProfessional Behaviour,Evening,61-90
Inbound,Refund Related,COD Refund Details,Morning,31-60
Email,Order Related,Delayed,Evening,31-60
Outcall,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,>90
Inbound,Returns,Return request,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Order Related,Seller Cancelled Order,Evening,0-30
Outcall,Returns,Fraudulent User,Split,>90
Inbound,Order Related,Installation/demo,Evening,31-60
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Returns,Wrong,Evening,>90
Inbound,Order Related,Delayed,Morning,>90
Inbound,Order Related,Seller Cancelled Order,Morning,0-30
Outcall,Returns,Technician Visit,Evening,>90
Inbound,Refund Related,Refund Enquiry,Afternoon,>90
Inbound,Returns,Return request,Evening,>90
Inbound,Returns,Damaged,Split,61-90
Inbound,Shopzilla Related,Shopzila Premium Related,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Outcall,Order Related,Delayed,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,>90
Outcall,Returns,Return request,Evening,On Job Training
Inbound,Order Related,Delayed,Evening,>90
Inbound,Refund Related,Refund Enquiry,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Delayed,Morning,0-30
Outcall,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Order Related,Installation/demo,Night,31-60
Inbound,Returns,Fraudulent User,Morning,0-30
Outcall,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Order Related,Installation/demo,Morning,On Job Training
Inbound,Returns,Wrong,Morning,>90
Inbound,Order Related,Customer Requested Modifications,Evening,On Job Training
Outcall,Returns,Fraudulent User,Morning,>90
Inbound,Payments related,Payment related Queries,Evening,On Job Training
Inbound,Returns,Return request,Morning,31-60
Inbound,Returns,Missing,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Refund Related,Refund Enquiry,Afternoon,>90
Inbound,Returns,Fraudulent User,Morning,>90
Outcall,Returns,Return request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Feedback,UnProfessional Behaviour,Night,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,31-60
Inbound,Returns,Return request,Morning,On Job Training
Email,Returns,Wrong,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Delayed,Evening,>90
Inbound,Cancellation,Not Needed,Morning,61-90
Outcall,Order Related,Order status enquiry,Evening,>90
Email,Order Related,Delayed,Morning,>90
Inbound,Payments related,Online Payment Issues,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,61-90
Outcall,Returns,Return request,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Night,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Order Related,Delayed,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Feedback,UnProfessional Behaviour,Afternoon,>90
Inbound,Order Related,Order status enquiry,Morning,>90
Inbound,Order Related,Customer Requested Modifications,Morning,On Job Training
Outcall,Order Related,Order status enquiry,Night,31-60
Outcall,Returns,Service Centres Related,Afternoon,31-60
Inbound,Order Related,Invoice request,Night,>90
Inbound,Cancellation,Not Needed,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Outcall,Cancellation,Return cancellation,Morning,0-30
Inbound,Offers & Cashback,Affiliate Offers,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Feedback,UnProfessional Behaviour,Evening,On Job Training
Inbound,Returns,Wrong,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Cancellation,Not Needed,Morning,31-60
Inbound,Order Related,Seller Cancelled Order,Morning,On Job Training
Inbound,Returns,Return request,Split,>90
Outcall,Feedback,UnProfessional Behaviour,Evening,>90
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,>90
Inbound,Returns,Fraudulent User,Morning,31-60
Inbound,Order Related,Installation/demo,Evening,On Job Training
Inbound,Returns,Wrong,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Outcall,Shopzilla Related,Shopzila Premium Related,Evening,On Job Training
Outcall,Payments related,Online Payment Issues,Morning,>90
Outcall,Product Queries,Product Specific Information,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Outcall,Order Related,Delayed,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Night,31-60
Inbound,Returns,Return request,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Order Related,Order status enquiry,Evening,31-60
Inbound,Cancellation,Not Needed,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,31-60
Inbound,Returns,Missing,Evening,0-30
Inbound,Order Related,Delayed,Evening,61-90
Inbound,Order Related,Installation/demo,Afternoon,61-90
Outcall,Product Queries,Product Specific Information,Morning,0-30
Inbound,Returns,Return request,Evening,On Job Training
Inbound,Order Related,Unable to track,Morning,On Job Training
Inbound,Returns,Missing,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Missing,Morning,>90
Inbound,Order Related,Installation/demo,Morning,On Job Training
Outcall,Returns,Return request,Evening,On Job Training
Inbound,Refund Related,Refund Enquiry,Evening,31-60
Inbound,Order Related,Order status enquiry,Evening,>90
Inbound,Returns,Fraudulent User,Evening,On Job Training
Inbound,Offers & Cashback,Instant discount,Evening,0-30
Inbound,Order Related,Delayed,Evening,>90
Inbound,Returns,Return request,Evening,0-30
Inbound,Order Related,Customer Requested Modifications,Morning,>90
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Returns,Wrong,Night,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Product related Issues,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Returns,Wrong,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Outcall,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Missing,Morning,>90
Outcall,Shopzilla Related,General Enquiry,Evening,0-30
Inbound,Order Related,Order status enquiry,Evening,0-30
Inbound,Refund Related,Refund Related Issues,Evening,61-90
Outcall,Returns,Service Centres Related,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Split,61-90
Outcall,Product Queries,Product Specific Information,Evening,On Job Training
Outcall,Cancellation,Return cancellation,Evening,On Job Training
Inbound,Returns,Fraudulent User,Split,>90
Inbound,Order Related,Seller Cancelled Order,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,>90
Email,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Fraudulent User,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Feedback,UnProfessional Behaviour,Morning,>90
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Cancellation,Not Needed,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Outcall,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Returns,Fraudulent User,Evening,On Job Training
Email,Feedback,UnProfessional Behaviour,Morning,>90
Inbound,Order Related,Delayed,Morning,>90
Inbound,Order Related,Delayed,Split,31-60
Inbound,Returns,Wrong,Morning,61-90
Outcall,Returns,Fraudulent User,Evening,On Job Training
Outcall,Feedback,UnProfessional Behaviour,Evening,0-30
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Product Queries,Product Specific Information,Morning,31-60
Inbound,Order Related,Invoice request,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,0-30
Outcall,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Email,Order Related,Delayed,Morning,On Job Training
Email,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Refund Related,Refund Enquiry,Evening,31-60
Inbound,Order Related,Order status enquiry,Evening,0-30
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Service Center - Service Denial,Evening,On Job Training
Outcall,Returns,Missing,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Fraudulent User,Evening,>90
Inbound,Order Related,Installation/demo,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Return request,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Product Queries,Product Specific Information,Morning,31-60
Inbound,Order Related,Order status enquiry,Morning,31-60
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Service Centres Related,Morning,31-60
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Returns,Return request,Evening,>90
Inbound,Order Related,Installation/demo,Morning,>90
Email,Order Related,Delayed,Evening,0-30
Inbound,Order Related,Delayed,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Missing,Afternoon,>90
Inbound,Returns,Service Centres Related,Evening,On Job Training
Inbound,Order Related,Delayed,Night,61-90
Outcall,Returns,Fraudulent User,Morning,On Job Training
Inbound,Refund Related,Refund Related Issues,Split,>90
Email,Order Related,Delayed,Evening,31-60
Inbound,Feedback,UnProfessional Behaviour,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Service Centres Related,Evening,On Job Training
Outcall,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Product Queries,Product Specific Information,Afternoon,>90
Outcall,Returns,Exchange / Replacement,Morning,>90
Outcall,Order Related,Order status enquiry,Morning,>90
Outcall,Feedback,UnProfessional Behaviour,Evening,On Job Training
Inbound,Refund Related,Refund Enquiry,Evening,>90
Inbound,Returns,Fraudulent User,Morning,0-30
Email,Payments related,PayLater related,Evening,0-30
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Installation/demo,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Outcall,Returns,Missing,Morning,61-90
Outcall,Product Queries,Product Specific Information,Split,>90
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Order Related,Installation/demo,Afternoon,>90
Inbound,Returns,Missing,Morning,On Job Training
Outcall,Returns,Missing,Evening,On Job Training
Inbound,Shopzilla Related,General Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Feedback,UnProfessional Behaviour,Evening,>90
Inbound,Returns,Service Centres Related,Evening,On Job Training
Inbound,Offers & Cashback,Affiliate Offers,Morning,0-30
Outcall,Refund Related,Refund Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Return request,Split,>90
Inbound,Feedback,UnProfessional Behaviour,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Returns,Return request,Evening,>90
Outcall,Order Related,Delayed,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Outcall,Returns,Return request,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Installation/demo,Evening,31-60
Outcall,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Split,>90
Outcall,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Outcall,Product Queries,Product Specific Information,Morning,>90
Inbound,Order Related,Seller Cancelled Order,Evening,On Job Training
Inbound,Refund Related,Refund Related Issues,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,>90
Inbound,Offers & Cashback,Affiliate Offers,Morning,>90
Inbound,Returns,Fraudulent User,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Product Queries,Product Specific Information,Afternoon,>90
Inbound,Returns,Missing,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,0-30
Inbound,Order Related,Seller Cancelled Order,Morning,0-30
Inbound,Cancellation,Not Needed,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,31-60
Outcall,Order Related,Order status enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Payments related,Payment related Queries,Evening,0-30
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Returns,Missing,Morning,0-30
Inbound,Returns,Service Centres Related,Afternoon,31-60
Inbound,Returns,Return request,Afternoon,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Order Related,Priority delivery,Evening,On Job Training
Inbound,Order Related,Installation/demo,Evening,>90
Inbound,Returns,Fraudulent User,Split,>90
Outcall,Returns,Return request,Evening,61-90
Inbound,Refund Related,Refund Related Issues,Morning,0-30
Inbound,Order Related,Order status enquiry,Morning,0-30
Outcall,Returns,Wrong,Morning,On Job Training
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Returns,Return request,Evening,0-30
Inbound,Returns,Fraudulent User,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Payments related,Payment related Queries,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Email,Order Related,Delayed,Morning,31-60
Inbound,Returns,Fraudulent User,Morning,61-90
Outcall,Returns,Return request,Afternoon,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Order Related,Delayed,Morning,61-90
Inbound,Shopzilla Related,General Enquiry,Evening,On Job Training
Outcall,Returns,Return request,Afternoon,61-90
Inbound,Product Queries,Product Specific Information,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Evening,31-60
Outcall,Returns,Exchange / Replacement,Morning,0-30
Outcall,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Payments related,e-Gift Voucher,Morning,31-60
Inbound,Returns,Wrong,Morning,>90
Inbound,Returns,Wrong,Morning,On Job Training
Email,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Order Related,Installation/demo,Morning,0-30
Inbound,Shopzilla Related,Signup Issues,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Order Related,Installation/demo,Evening,On Job Training
Inbound,Order Related,Invoice request,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,>90
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Outcall,Returns,Return request,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Evening,31-60
Outcall,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Wrong,Evening,0-30
Inbound,Refund Related,Refund Related Issues,Afternoon,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Return request,Evening,>90
Outcall,Returns,Exchange / Replacement,Evening,On Job Training
Inbound,Order Related,Delayed,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Refund Related,Refund Enquiry,Afternoon,>90
Inbound,Payments related,Payment related Queries,Evening,On Job Training
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Order Related,Installation/demo,Morning,>90
Outcall,Order Related,Installation/demo,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,0-30
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Order Related,Invoice request,Evening,31-60
Inbound,Order Related,Order status enquiry,Morning,31-60
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Product Queries,Product Specific Information,Evening,31-60
Outcall,Returns,Return request,Morning,On Job Training
Outcall,Product Queries,Warranty related,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Order Related,Invoice request,Morning,On Job Training
Outcall,Order Related,Installation/demo,Evening,0-30
Outcall,Returns,Return request,Morning,On Job Training
Inbound,Order Related,Customer Requested Modifications,Morning,0-30
Inbound,Refund Related,Refund Enquiry,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,31-60
Outcall,Payments related,Payment related Queries,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Returns,Return request,Morning,On Job Training
Outcall,Order Related,Seller Cancelled Order,Morning,>90
Inbound,Onboarding related,Seller onboarding,Morning,>90
Inbound,Returns,Missing,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,61-90
Email,Refund Related,Refund Related Issues,Morning,On Job Training
Inbound,Returns,Exchange / Replacement,Morning,0-30
Email,Order Related,Delayed,Morning,On Job Training
Inbound,Order Related,Priority delivery,Morning,On Job Training
Inbound,Returns,Service Centres Related,Morning,On Job Training
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Service Centres Related,Morning,>90
Inbound,Order Related,Invoice request,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Offers & Cashback,Affiliate Offers,Morning,>90
Inbound,Returns,Service Centres Related,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Returns,Fraudulent User,Morning,31-60
Inbound,Returns,Missing,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Return request,Afternoon,>90
Inbound,Returns,Return request,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Night,31-60
Inbound,Order Related,Customer Requested Modifications,Morning,0-30
Outcall,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Cancellation,Not Needed,Evening,31-60
Inbound,Returns,Return request,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Evening,31-60
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Returns,Missing,Afternoon,61-90
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Payments related,Payment related Queries,Evening,On Job Training
Inbound,Returns,Return request,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Fraudulent User,Morning,0-30
